,Competition Name,URL,State,Date,Type,City,Facility,Street Address,ZIP,Lat,Lon
0,Anchorage Chapter Competition ,https://www.mathcounts.org/anchorage-chapter-competition,AK,02/08/2020,Chapter,Anchorage,University of Alaska Anchorage,,,61.1910421,-149.8195598
1,Fairbanks Chapter Competition ,https://www.mathcounts.org/fairbanks-chapter-competition,AK,02/15/2020,Chapter,Fairbanks,University of Alaska Fairbanks,,,64.85466459999999,-147.8156757
2,Remote Chapter Competition ,https://www.mathcounts.org/remote-chapter-competition,AK,02/08/2020,Chapter,Anchorage,UAA,3211 Providence Drive,99503,61.1910421,-149.8195598
3,Southeast AK Chapter Competition ,https://www.mathcounts.org/southeast-ak-chapter-competition,AK,02/08/2020,Chapter,Juneau,University of Alaska Juneau,,,58.38552139999999,-134.6407459
4,Birmingham Chapter Competition ,https://www.mathcounts.org/birmingham-chapter-competition,AL,02/29/2020,Chapter,Vestavia Hills,Liberty Park Middle School,17035 Liberty Parkway,35242,33.478673,-86.67306959999999
5,Huntsville Chapter Competition ,https://www.mathcounts.org/huntsville-chapter-competition,AL,02/08/2020,Chapter,Madison,Discovery Middle School,1304 Hughes Rd,35758,34.7408576,-86.7414828
6,Mobile/Southwest Chapter Competition ,https://www.mathcounts.org/mobilesouthwest-chapter-competition,AL,02/15/2020,Chapter,Mobile,University of South Alabama,Shelby Hall,TBD,30.6911113,-88.175164
7,Montgomery Chapter Competition ,https://www.mathcounts.org/montgomery-chapter-competition,AL,02/21/2020,Chapter,Montgomery,AUM Campus,,,32.3682193,-86.17357419999999
8,Muscle Shoals Chapter Competition ,https://www.mathcounts.org/muscle-shoals-chapter-competition,AL,02/22/2020,Chapter,Florence,University of North Alabama,Stevens Hall Auditorium,,34.8074555,-87.6811676
9,Tuscaloosa Chapter Competition ,https://www.mathcounts.org/tuscaloosa-chapter-competition,AL,02/22/2020,Chapter,Tuscaloosa,HM Comer Hall,245 7th Ave,35487,33.2154755,-87.54437020000002
10,Central Arkansas Chapter Competition ,https://www.mathcounts.org/central-arkansas-chapter-competition,AR,02/15/2020,Chapter,Little Rock,UALR,2801 S. University Avenue,72204,34.7240568,-92.3388872
11,Northwest Arkansas Chapter Competition ,https://www.mathcounts.org/northwest-arkansas-chapter-competition,AR,02/01/2020,Chapter,Fayetteville,"Bell Engineering Center, University of Arkansas Fayetteville",800 W. Dickson St.,72701,36.0670074,-94.1714097
12,Central Arizona Chapter Competition ,https://www.mathcounts.org/central-arizona-chapter-competition,AZ,02/08/2020,Chapter,Phoenix,Ninyo & Moore,3202 East Harbour Drive,85034,33.417358,-112.0116272
13,Northern Arizona Chapter Competition ,https://www.mathcounts.org/northern-arizona-chapter-competition,AZ,02/08/2020,Chapter,Phoenix,Ninyo & Moore,3202 East Harbour Drive,85034,33.417358,-112.0116272
14,Papago Chapter Competition ,https://www.mathcounts.org/papago-chapter-competition-0,AZ,02/29/2020,Chapter,Mesa,Red Mountain Recreation Center - Mesquite Room,7550 E. Adobe Road,85207,33.4315994,-111.6672934
15,Southern Arizona Chapter Competition ,https://www.mathcounts.org/southern-arizona-chapter-competition,AZ,02/28/2020,Chapter,Tucson,Tucson Jewish Community Center,3800 E River Rd.,85718,32.2738624,-110.9123838
16,Western Arizona Chapter Competition ,https://www.mathcounts.org/western-arizona-chapter-competition,AZ,02/07/2020,Chapter,Yuma,"Arizona Western College Schoening Conferrence Ctr., North Wing",2020 S Avenue 8 E,85365,32.6886907,-114.4950487
17,Central Coast Chapter Competition ,https://www.mathcounts.org/central-coast-chapter-competition,CA,02/08/2020,Chapter,San Luis Obispo,Cal Poly,Department of Mathematics,93407,35.3006227,-120.6601797
18,Coyote Valley Chapter Competition ,https://www.mathcounts.org/coyote-valley-chapter-competition,CA,02/01/2020,Chapter,Morgan Hill,Oakwood School,105 John Wilson Way,95037,37.1040607,-121.6345322
19,Diablo Chapter Competition ,https://www.mathcounts.org/diablo-chapter-competition,CA,02/29/2020,Chapter,Pleasanton,Harvest Park Middle School,,,37.67555910000001,-121.8833185
20,East San Gabriel Valley Chapter Competition ,https://www.mathcounts.org/east-san-gabriel-valley-chapter-competition,CA,02/15/2020,Chapter,Irwindale,Southern California Edison Energy Education Center,6090 N. Irwindale Ave.,91702,34.1247857,-117.9320661
21,Eureka Chapter Competition ,https://www.mathcounts.org/eureka-chapter-competition,CA,02/01/2020,Chapter,Arcata,Science B,"1 Harpst Street, Humboldt State University",95521,40.8747332,-124.0789268
22,Fremont Chapter Competition ,https://www.mathcounts.org/fremont-chapter-competition,CA,02/15/2020,Chapter,Fremont,Mission San Jose Elementary School,43545 Bryant ST.,94539,37.5282681,-121.9222403
23,Fresno County Chapter Competition ,https://www.mathcounts.org/fresno-county-chapter-competition,CA,02/13/2020,Chapter,Fresno,California State University,Fresno Satellite Student Union,,36.8134015,-119.7452445
24,Golden Gate Chapter Competition ,https://www.mathcounts.org/golden-gate-chapter-competition,CA,02/22/2020,Chapter,San Francisco,Lawton Alternative School,1570 31st Ave,94122,37.7576199,-122.4893176
25,Kern County Chapter Competition ,https://www.mathcounts.org/kern-county-chapter-competition,CA,02/07/2019,Chapter,Bakersfield,CSU Bakersfield,9001 Stockdale Hwy,93311-1022,35.3486641,-119.1033448
26,Monterey Bay Chapter Competition ,https://www.mathcounts.org/monterey-bay-chapter-competition,CA,02/01/2020,Chapter,Salinas,San Benancio Middle School,43 San Benancio Rd.,93908,36.5777902,-121.7172297
27,Northwest Santa Clara Valley Chapter Competition ,https://www.mathcounts.org/northwest-santa-clara-valley-chapter-competition,CA,02/08/2020,Chapter,Sunnyvale,Cupertino Middle School,1650 S. Bernardo Avenue,94087,37.34052399999999,-122.0592152
28,Orange County Chapter Competition ,https://www.mathcounts.org/orange-county-chapter-competition,CA,02/22/2020,Chapter,Irvine,University of California Irvine,UCI Student Center,,33.6404952,-117.8442962
29,Peninsula Chapter Competition ,https://www.mathcounts.org/peninsula-chapter-competition,CA,02/01/2020,Chapter,Palo Alto,Greene Middle School,750 N California Ave,94303,37.4383752,-122.1348162
30,Redding Chapter Competition  ,https://www.mathcounts.org/redding-chapter-competition-0,CA,02/12/2020,Chapter,Anderson,VFW Hall,W. Center Street,96007,40.4517879,-122.3045548
31,Redwood Empire Competition ,https://www.mathcounts.org/redwood-empire-competition,CA,02/08/2020,Chapter,Santa Rosa,Sonoma Country Day School,,,38.5163673,-122.7874093
32,Riverside/San Bernardino Chapter Competition ,https://www.mathcounts.org/riversidesan-bernardino-chapter-competition,CA,02/15/2020,Chapter,Riverside,California Baptist University,"School of Business Bldg., 8432 Magnolia Avenue",92504,33.9284067,-117.4255596
33,San Diego Chapter Competition ,https://www.mathcounts.org/san-diego-chapter-competition,CA,02/29/2020,Chapter,San Diego,UC-San Diego,Warren Lecture Hall,92093,32.8805918,-117.2344208
34,San Fernando Valley Chapter Competition ,https://www.mathcounts.org/san-fernando-valley-chapter-competition,CA,02/22/2020,Chapter,Northridge,California State University,Student Union,,34.0680984,-118.1690311
35,San Joaquin Chapter Competition ,https://www.mathcounts.org/san-joaquin-chapter-competition,CA,02/01/2020,Chapter,Stockton,"University of the Pacific, Stockton",3601 Pacific Avenue,95207,37.9798869,-121.3128577
36,San Mateo County Chapter Competition ,https://www.mathcounts.org/san-mateo-county-chapter-competition,CA,02/09/2020,Chapter,San Mateo,Bayside Academy,2025 Kehoe Avenue,94403,37.5663263,-122.2948882
37,Santa Barbara/ Ventura Chapter 34  ,https://www.mathcounts.org/santa-barbara-ventura-chapter-34,CA,02/29/2020,Chapter,Oak Park,Medea Creek Middle School,1002 Doubletree Road,93177,34.1834988,-118.7640954
38,South Bay/Santa Monica Chapter Competition (Day 1) ,https://www.mathcounts.org/south-baysanta-monica-chapter-competition-day-1,CA,02/21/2020,Chapter,Redondo Beach,"Northrop Grumman Aerospace Systems, Space Park Campus",1 Space Park Blvd.,90278,33.8919061,-118.3732839
39,South Bay/Santa Monica Chapter Competition (Day 2) ,https://www.mathcounts.org/south-baysanta-monica-chapter-competition-day-2,CA,02/22/2020,Chapter,Redondo Beach,"Northrop Grumman Aerospace Systems, Space Park Campus",1 Space Park Blvd.,90278,33.8919061,-118.3732839
40,South Santa Clara Valley Chapter Competition ,https://www.mathcounts.org/south-santa-clara-valley-chapter-competition-1,CA,02/08/2020,Chapter,Saratoga,"Saratoga High School, McAfee Performing Arts and Lecture Center",20300 Herriman Ave,95070,37.2670056,-122.0312917
41,South Santa Clara Valley Chapter Competition ,https://www.mathcounts.org/south-santa-clara-valley-chapter-competition,CA,02/08/2020,Chapter,Saratoga,Saratoga High School,McAfee Auditorium,,37.2670056,-122.0312917
42,Boulder Chapter Competition ,https://www.mathcounts.org/boulder-chapter-competition,CO,02/08/2020,Chapter,Longmont,Seagate Technology,389 Disc Drive,80503,40.1542234,-105.1734628
43,Jefferson Chapter Competition ,https://www.mathcounts.org/jefferson-chapter-competition,CO,02/14/2019,Chapter,Golden,Colorado School of Mines Green Center,924 16th Street,80401,39.7510475,-105.2225708
44,Metro Denver Chapter Competition  ,https://www.mathcounts.org/metro-denver-chapter-competition,CO,02/01/2020,Chapter,Denver,University of Denver - Sturm Hall,2000 E Asbury Avenue,80210,39.67985669999999,-104.9633085
45,North Metro Districts Chapter Competition ,https://www.mathcounts.org/north-metro-districts-chapter-competition,CO,02/22/2020,Chapter,Thornton,Rocky Top MS,14150 York Street,80602,39.95159530000001,-104.9578235
46,Northern Colorado Chapter Competition ,https://www.mathcounts.org/northern-colorado-chapter-competition,CO,02/22/2020,Chapter,Greeley,University of Northern Colorado - McKee Building,1100 21st Street,80631,40.4032798,-104.7002313
47,Pikes Peak Chapter Competition ,https://www.mathcounts.org/pikes-peak-chapter-competition,CO,02/08/2020,Chapter,Colorado Springs,Challenger Middle School,10215 Lexington Drive,80903,38.9786091,-104.7744075
48,Southern Colorado Chapter Competition ,https://www.mathcounts.org/southern-colorado-chapter-competition,CO,02/22/2020,Chapter,Pueblo,Colorado State University-Pueblo,Ochiatto Student Center,,38.308496,-104.575916
49,Ute/Western Slope Chapter Competition ,https://www.mathcounts.org/utewestern-slope-chapter-competition,CO,02/22/2020,Chapter,Grand Junction,Holy Family Catholic School,786 26 1/2 Road,,39.1190129,-108.5614951
50,Eastern CT Chapter Competition ,https://www.mathcounts.org/eastern-ct-chapter-competition,CT,02/01/2020,Chapter,New London,U.S. Coast Guard Academy,,,41.3722988,-72.1008432
51,Hartford Chapter Competition ,https://www.mathcounts.org/hartford-chapter-competition,CT,02/01/2020,Chapter,West Hartford,University of Hartford,,,41.7984508,-72.7137664
52,New Haven Chapter Competition ,https://www.mathcounts.org/new-haven-chapter-competition,CT,02/01/2020,Chapter,New Haven,"Yale University, Davies Auditorium, Becton Center",15 Propect Street,06511,41.3125849,-72.92497039999999
53,Northwestern CT Chapter Competition ,https://www.mathcounts.org/northwestern-ct-chapter-competition,CT,02/01/2020,Chapter,Waterbury,Naugatuck Valley Community College,,,41.5498286,-73.0729008
54,Southwestern CT Chapter Competition ,https://www.mathcounts.org/southwestern-ct-chapter-competition,CT,02/01/2020,Chapter,Fairfield,Fairfield University,,,41.1588424,-73.2573886
55,District of Columbia Chapter Competition ,https://www.mathcounts.org/district-columbia-chapter-competition,DC,02/08/2020,Chapter,Washington,St. Anselm's Abbey School,,,38.9474709,-76.9840627
56,Big Bend Chapter Competition ,https://www.mathcounts.org/big-bend-chapter-competition-1,FL,02/08/2019,Chapter,Tallahassee,FAMU Grand Ballroom,"925 S Martin Luther King, Jr. Blvd",32307,30.4242256,-84.2858758
57,Broward Chapter Competition ,https://www.mathcounts.org/broward-chapter-competition,FL,02/08/2020,Chapter,Fort Lauderdale,Nova Southeastern University,Terry Administration Bldg.,,26.0812784,-80.2500125
58,Calusa Chapter Competition ,https://www.mathcounts.org/calusa-chapter-competition-0,FL,02/22/2020,Chapter,Fort Myers,Dunbar High School,3800 Edison Ave,33916,26.633042,-81.8343419
59,Central Florida Chapter Competition ,https://www.mathcounts.org/central-florida-chapter-competition,FL,02/29/2020,Chapter,Longwood,Lyman High School,865 S Ronald Reagan Blvd,32750,28.6871804,-81.3441526
60,Daytona Beach Chapter Competition ,https://www.mathcounts.org/daytona-beach-chapter-competition,FL,02/08/2020,Chapter,Ormond Beach,Ormond Beach Middle School,TBD,TBD,29.3084776,-81.07099439999999
61,Emerald Coast Chapter Competition ,https://www.mathcounts.org/emerald-coast-chapter-competition,FL,02/01/2020,Chapter,Valparaiso,Okaloosa STEM Academy,379 Edge Avenue,32580,30.5123126,-86.502158
62,Forest Chapter Competition ,https://www.mathcounts.org/forest-chapter-competition-0,FL,02/15/2019,Chapter,Ocala,Forest High School,,,29.1428492,-82.06746869999999
63,Gulf Coast Chapter Competition ,https://www.mathcounts.org/gulf-coast-chapter-competition,FL,02/21/2020,Chapter,Panama City,FSU-PC,,,30.1895048,-85.7231935
64,Indian River Chapter Competition ,https://www.mathcounts.org/indian-river-chapter-competition,FL,02/01/2020,Chapter,Viera,Brevard Public Schools,2700 Judge Fran Jamieson Way,32940,28.2482153,-80.7365993
65,Miami Chapter Competition ,https://www.mathcounts.org/miami-chapter-competition,FL,02/01/2020,Chapter,Miami,Miami Dade College Kendall Campus Gym,11011 SW 104 St.,33176,25.6755001,-80.3743171
66,Myakka Chapter Competition ,https://www.mathcounts.org/myakka-chapter-competition,FL,02/07/2020,Chapter,Bradenton,St. Stephen's Episcopal School,315 41st St W,34209,27.4972695,-82.6016133
67,North Central Florida Chapter Competition ,https://www.mathcounts.org/north-central-florida-chapter-competition,FL,02/14/2020,Chapter,Gainesville,Stephen C. O'Connell Center - Exactech Arena,250 Gale Lemerand Drive,32611,29.64939,-82.3511547
68,Northeast Florida Chapter Competition ,https://www.mathcounts.org/northeast-florida-chapter-competition,FL,02/28/2020,Chapter,Jacksonville,UNF,University Center,,30.2604507,-81.5020171
69,Northwest Florida Chapter Competition ,https://www.mathcounts.org/northwest-florida-chapter-competition,FL,02/15/2020,Chapter,Pensacola,downtown library,238 N Spring St,32502,,
70,Palm Beach Chapter Competition ,https://www.mathcounts.org/palm-beach-chapter-competition-0,FL,02/09/2020,Chapter,Gulf Stream,Gulf Stream School,3600 Gulf Stream Road,33483,26.4984572,-80.0538416
71,Pinellas Chapter Competition ,https://www.mathcounts.org/pinellas-chapter-competition-0,FL,02/15/2020,Chapter,St Petersburg,University of South Florida St Petersburg (USFSP),200 6th Ave S,33701,27.763435,-82.6352615
72,Ridge Chapter Competition ,https://www.mathcounts.org/ridge-chapter-competition,FL,02/01/2020,Chapter,Lakeland,Tenoroc High School,4905 Saddle Creek Road,33801,28.071799,-81.859411
73,Tampa Chapter Competition ,https://www.mathcounts.org/tampa-chapter-competition,FL,02/21/2020,Chapter,Tampa,Bryan Glazer Family JCC,522 N Howard Avenue,33606,27.9489052,-82.4838274
74,Treasure Coast Chapter Competition ,https://www.mathcounts.org/treasure-coast-chapter-competition,FL,02/07/2020,Chapter,Fort Pierce,Indian River State College - Main Campus,3209 Virginia Avenue,34981,27.4232794,-80.3578844
75,Albany Chapter Competition ,https://www.mathcounts.org/albany-chapter-competition,GA,02/08/2020,Chapter,Albany,Albany State University - West,2400 Gillionville Rd.,31707,31.5840051,-84.211027
76,Augusta Chapter Competition ,https://www.mathcounts.org/augusta-chapter-competition,GA,02/22/2020,Chapter,Augusta,Augusta University Allgood Hall,2500 Walton Way,30904,33.475112,-82.0240171
77,Capital Chapter Competition ,https://www.mathcounts.org/capital-chapter-competition-1,GA,02/08/2020,Chapter,Peachtree Corners,Christ the King Lutheran Church,5575 Peachtree Pkwy,30092,33.967511,-84.22349
78,Cobb Chapter Competition ,https://www.mathcounts.org/cobb-chapter-competition,GA,02/08/2020,Chapter,Marietta,Marietta High School,1171 Whitlock Avenue SW,30064,33.9484118,-84.58585409999999
79,Columbus Chapter Competition ,https://www.mathcounts.org/columbus-chapter-competition,GA,02/22/2020,Chapter,Columbus,Columbus Technical College,928 Manchester Expressway,31904,32.5081062,-84.978495
80,Northeast Georgia Chapter Competition ,https://www.mathcounts.org/northeast-georgia-chapter-competition,GA,02/08/2020,Chapter,Cumming,Alliance Academy for Innovation,1100 Lanier 400 Parkway,30040,34.2187247,-84.115684
81,Northwest Georgia Chapter Competition ,https://www.mathcounts.org/northwest-georgia-chapter-competition,GA,02/28/2020,Chapter,Rome,Georgia Power Company,224 Holmes Road,30161,34.2534687,-85.3509004
82,Piedmont Chapter Competition ,https://www.mathcounts.org/piedmont-chapter-competition-0,GA,02/08/2020,Chapter,Peachtree Corners,Christ the King Lutheran Church,5575 Peachtree Pkwy,30092,33.967511,-84.22349
83,Savannah Chapter Competition ,https://www.mathcounts.org/savannah-chapter-competition,GA,02/27/2020,Chapter,Savannah,Savannah Country Day School,824 Stillwood Drive,31419,31.968742,-81.140694
84,Southeast Perimeter Chapter Competition ,https://www.mathcounts.org/southeast-perimeter-chapter-competition,GA,02/08/2020,Chapter,Peachtree Corners,Christ the King Lutheran Church,5575 Peachtree Pkwy,30092,33.967511,-84.22349
85,Valdosta Chapter Competition ,https://www.mathcounts.org/valdosta-chapter-competition,GA,02/19/2020,Chapter,Valdosta,Mathis City Auditorium,2300 North Ashley St.,31601,30.8610701,-83.2836167
86,West Georgia Chapter Competition ,https://www.mathcounts.org/west-georgia-chapter-competition,GA,02/07/2020,Chapter,Carrollton,University of West Georgia Education Building,1601 Maple St,30118,33.571198,-85.10330259999999
87,Guam Chapter Competition ,https://www.mathcounts.org/guam-chapter-competition,GU,02/15/2020,Chapter,Tumon,"Pacific Star Resort & Spa, Chamorro Ballroom",627 Pale San Vitores Road,96913,,
88,Big Island Chapter Competition ,https://www.mathcounts.org/big-island-chapter-competition,HI,02/15/2020,Chapter,Hilo,"Okahara and Associates, Inc.",200 Kohola St.,96720,19.7098938,-155.0752744
89,Honolulu Chapter Competition ,https://www.mathcounts.org/honolulu-chapter-competition,HI,02/08/2020,Chapter,Honolulu,Kamehameha Schools Kalama Dining Hall,,,21.3396842,-157.8661535
90,Maui Chapter Competition ,https://www.mathcounts.org/maui-chapter-competition,HI,02/08/2020,Chapter,Kahului,Maui Waena Intermediate School,795 Onehee Avenue,96732,20.8740466,-156.4848131
91,Blackhawk Chapter Competition ,https://www.mathcounts.org/blackhawk-chapter-competition,IA,02/01/2020,Chapter,Bettendorf,Bettendorf Middle School,2030 Middle Rd.,,41.5472301,-90.50377999999999
92,Blackhawk Chapter Competition ,https://www.mathcounts.org/blackhawk-chapter-competition-0,IA,02/01/2020,Chapter,Bettendorf,Bettendorf Middle School,2030 Middle Rd.,52722,41.5472301,-90.50377999999999
93,Cedar Rapids Chapter Competition ,https://www.mathcounts.org/cedar-rapids-chapter-competition,IA,02/01/2020,Chapter,Cedar Rapids,Prairie Creek Intermediate School,401 76th Avenue,52404,41.9011338,-91.6681851
94,Central Iowa Chapter Competition ,https://www.mathcounts.org/central-iowa-chapter-competition,IA,02/11/2020,Chapter,Ankeny,DMACC FFA Enrichment Center,1055 SW Prairie Trail Parkway,50023,41.7116262,-93.6125713
95,Dubuque Chapter Competition ,https://www.mathcounts.org/dubuque-chapter-competition-0,IA,02/08/2020,Chapter,Dubuque,George Washington Middle School,51 N. Grandview Avenue,52001,42.4925939,-90.6875682
96,Grenville M. Dodge Chapter Competition ,https://www.mathcounts.org/grenville-m-dodge-chapter-competition-0,IA,02/11/2020,Chapter,Council Bluffs,Boys & Girls Club Council Bluffs,815 N. 16th Street,51501,41.2695283,-95.8664211
97,Muscatine Chapter Competition ,https://www.mathcounts.org/muscatine-chapter-competition,IA,02/24/2020,Chapter,Muscatine,Stanley Consultants,225 Iowa Avenue,52761,41.4220858,-91.04592249999999
98,North Iowa Chapter  ,https://www.mathcounts.org/north-iowa-chapter,IA,02/01/2020,Chapter,"Mason City, Iowa",North Iowa Area Community College,500 College Drive,50401,43.156929,-93.13282079999999
99,Northeast Iowa Chapter Competition ,https://www.mathcounts.org/northeast-iowa-chapter-competition,IA,02/06/2020,Chapter,Waterloo,"Hawkeye Community College, Tama Hall",1501 E. Orange Road,50701,42.43108549999999,-92.32945699999999
100,Southeast Iowa Chapter Competition ,https://www.mathcounts.org/southeast-iowa-chapter-competition,IA,02/07/2020,Chapter,Oskaloosa,William Penn University,201 Trueblood Avenue,52577,41.3087995,-92.64718599999999
101,Magic Valley Chapter Competition ,https://www.mathcounts.org/magic-valley-chapter-competition-0,ID,02/07/2020,Chapter,Twin Falls,College of Southern Idaho,315 Falls Avenue,83301,42.5812797,-114.4745021
102,North/Coeur DAlene Chapter Competition ,https://www.mathcounts.org/northcoeur-dalene-chapter-competition,ID,02/19/2020,Chapter,Coeur d'Alene,NIC Student Union Bldg.,1000 W. Garden Avenue,83814,47.6770179,-116.798432
103,North/Lewiston Chapter Competition ,https://www.mathcounts.org/northlewiston-chapter-competition,ID,02/07/2020,Chapter,Lewiston,Edge Student Ministries,818 18th Ave,83501,46.401796,-117.0205831
104,Southeast Idaho Chapter Competition ,https://www.mathcounts.org/southeast-idaho-chapter-competition,ID,02/08/2020,Chapter,Pocatello,Idaho State University SUB,921 S 8th Ave,83209,42.8627836,-112.429762
105,Southwest Idaho Chapter Competition ,https://www.mathcounts.org/southwest-idaho-chapter-competition,ID,02/08/2020,Chapter,Boise,Boise State University,,,43.6028311,-116.201767
106,Ambraw Chapter Competition ,https://www.mathcounts.org/ambraw-chapter-competition,IL,02/04/2020,Chapter,Salem,Salem Bryan Bennett Library,315 S. Maple St.,62281,38.6251379,-88.9478602
107,Bloomington Chapter Competition ,https://www.mathcounts.org/bloomington-chapter-competition,IL,02/08/2019,Chapter,Normal,Ciddix Jr. High,300 South Walnut,61761,40.5082011,-88.9792173
108,Capital Chapter Competition ,https://www.mathcounts.org/capital-chapter-competition,IL,02/08/2020,Chapter,Springfield,Lincoln Land Community College - Trutter Center,5250 Shepherd Rd,62711,39.721199,-89.60927869999999
109,Central Illinois Chapter Competition ,https://www.mathcounts.org/central-illinois-chapter-competition,IL,02/08/2020,Chapter,Decatur,Millikin University,"Dept. of Mathematics, 1184 W. Main St.",62522,39.84307769999999,-88.97489399999999
110,Champaign County Chapter Competition ,https://www.mathcounts.org/champaign-county-chapter-competition,IL,02/08/2020,Chapter,Urbana,University of Illinois,Loomis Lab,61822,40.110911,-88.2233559
111,Chicago Chapter Competition ,https://www.mathcounts.org/chicago-chapter-competition,IL,02/22/2020,Chapter,Chicago,Kenwood Academy High School,5015 S. Blackstone Avenue,60615,41.8033307,-87.5894153
112,DuKane Chapter Competition ,https://www.mathcounts.org/dukane-chapter-competition,IL,02/01/2020,Chapter,Sugar Grove,Waubonsee Community College - Academic and Professional Center,Route 47 at Waubonsee Drive,60554,41.7993454,-88.459052
113,Egyptian Chapter Competition ,https://www.mathcounts.org/egyptian-chapter-competition-0,IL,02/15/2020,Chapter,Carbondale,A-111 of the SIUC Engineering Building,,62918,37.7079717,-89.2229983
114,Illinois Valley Chapter Competition ,https://www.mathcounts.org/illinois-valley-chapter-competition,IL,02/29/2020,Chapter,Oglesby,Illinois Valley Community College,,,41.3073747,-89.1006874
115,Kankakee Chapter Competition ,https://www.mathcounts.org/kankakee-chapter-competition,IL,02/01/2020,Chapter,Bourbonnais,Olivet Nazarene University,1 University Avenue,60914,41.1549071,-87.8723694
116,Lake County Chapter Competition ,https://www.mathcounts.org/lake-county-chapter-competition,IL,02/22/2020,Chapter,Grayslake,College of Lake County,19351 W Washington St,60030,42.3542742,-88.01216250000002
117,North Suburban Chapter Competition ,https://www.mathcounts.org/north-suburban-chapter-competition,IL,02/01/2020,Chapter,Des Plaines,Oakton Community College,1600 East Golf Rd,60016,42.0629011,-87.88063269999999
118,Peoria Chapter Competition  ,https://www.mathcounts.org/peoria-chapter-competition,IL,02/22/2020,Chapter,Peoria,Bradley Hall on campus of Bradley University,814 N. Tobias,61625,40.6977743,-89.6153484
119,Rock River Chapter Competition ,https://www.mathcounts.org/rock-river-chapter-competition,IL,02/08/2020,Chapter,Dixon,Sauk Valley Community College,173 IL-2,61021,41.8196091,-89.59782799999999
120,Rockford Chapter Competition ,https://www.mathcounts.org/rockford-chapter-competition-0,IL,02/01/2020,Chapter,Rockford,NIU Rockford Campus,8500 E. State St.,,42.27392700000001,-88.94936799999999
121,Salt Creek Chapter Competition ,https://www.mathcounts.org/salt-creek-chapter-competition,IL,02/08/2020,Chapter,Naperville,BP Campus,150 W Warrenville Rd,60563,41.8116947,-88.1515919
122,St. Clair Chapter Competition ,https://www.mathcounts.org/st-clair-chapter-competition-0,IL,02/01/2020,Chapter,Edwardsville,Southern Illinois University Edwardsville,6 Hairpin Drive,62026,38.7933135,-89.99602569999999
123,Western Illinois Chapter Competition ,https://www.mathcounts.org/western-illinois-chapter-competition,IL,02/15/2020,Chapter,Quincy,Klingner & Assoc.,616 N. 24th St.,62301,39.938546,-91.377194
124,AA Potter Chapter Competition ,https://www.mathcounts.org/aa-potter-chapter-competition,IN,02/15/2020,Chapter,West Lafayette,Purdue University,,,40.4237054,-86.92119459999999
125,Anthony Wayne Chapter Competition ,https://www.mathcounts.org/anthony-wayne-chapter-competition,IN,02/08/2020,Chapter,Fort Wayne,PFW Walb Union Ballroom,2101 E. Coliseum Blvd.,46805,41.1180021,-85.10813999999999
126,Calumet Chapter MATHCOUNTS Competition ,https://www.mathcounts.org/calumet-chapter-mathcounts-competition,IN,02/05/2020,Chapter,Valparaiso,Valparaiso University - Harre Union,1509 Chapel Drive,46383,41.4641601,-87.04228309999999
127,Central IN Chapter Competition ,https://www.mathcounts.org/central-chapter-competition-1,IN,02/19/2020,Chapter,Indianapolis,Sycamore School,1750 W 64th St,46260,39.8725577,-86.1908265
128,Francis Vigo Chapter Competition ,https://www.mathcounts.org/francis-vigo-chapter-competition,IN,02/15/2020,Chapter,Terre Haute,Rose-Hulman Institute of Technology,5500 Wabash Ave,47803,39.4828386,-87.3240403
129,George Rogers Clark Chapter Competition ,https://www.mathcounts.org/george-rogers-clark-chapter-competition,IN,02/08/2020,Chapter,Salem,Salem Middle School,,,,
130,James B Eads Chapter Competition ,https://www.mathcounts.org/james-b-eads-chapter-competition,IN,02/22/2020,Chapter,Seymour,Seymour Middle School,920 N O'Brien St.,47274,38.9676933,-85.877247
131,MathCounts ,https://www.mathcounts.org/mathcounts,IN,02/08/2019,Chapter,Salem,Edge Student Ministries,818 18th Ave,83501,,
132,Southwestern IN Chapter Competition ,https://www.mathcounts.org/southwestern-chapter-competition,IN,02/29/2020,Chapter,Newburgh,Castle North Middle School,,,37.993756,-87.377473
133,St. Joseph Valley Chapter Competition ,https://www.mathcounts.org/st-joseph-valley-chapter-competition,IN,02/08/2020,Chapter,Notre Dame,Carey Auditorium at the Hesburgh Library,284 Hesburgh Library,46556,41.70224169999999,-86.23415639999999
134,Delta Chapter Competition ,https://www.mathcounts.org/delta-chapter-competition,IN,,Chapter,TBD,The University of Mississippi - Lamar Hall,Center for Mathematics and Science Education,38655,,
135,Eastern Chapter Competition ,https://www.mathcounts.org/eastern-chapter-competition,KS,02/04/2020,Chapter,Overland Park,Jewish Community Center of Kansas City,5801 W 115th Street,66211,38.9189183,-94.6527131
136,Smoky Valley Chapter Competition ,https://www.mathcounts.org/smoky-valley-chapter-competition,KS,02/08/2020,Chapter,Salina,Kansas State Polytechnic,2310 Centennial Road,67401,38.8001956,-97.6363824
137,Southeast KS Chapter Competition ,https://www.mathcounts.org/southeast-ks-chapter-competition,KS,02/01/2020,Chapter,Pittsburg,Pittsburg State University,"Kansas Tech. Ctr., 1701 S. Broadway",66762,37.390275,-94.6881741
138,Topeka Chapter Competition ,https://www.mathcounts.org/topeka-chapter-competition,KS,02/01/2020,Chapter,Topeka,Washburn University,"Henderson Learning Resource Ctr., Room 100, 1700 SW College Avenue",66621,39.0334661,-95.70195369999999
